city,title,titleEn,creator,publicationDate,publisher,copyright,description,width,height,scale,caption,captionEn,collectionSource,imageRecord,thumbnailUrl,callNumber,state,tileType,tileUrl,projection,maxZoom,minZoom,id,mapping.kml,mapping.neLat,mapping.neLon,mapping.swLat,mapping.swLon,mapping.altitude,mapping.dateFrom.date,mapping.dateFrom.timezone_type,mapping.dateFrom.timezone,mapping.dateTo.date,mapping.dateTo.timezone_type,mapping.dateTo.timezone,mapping.view,mapping.zoom,mapping.markerType,mapping.markerState,mapping.isNetworkLink,mapping.isCollection,mapping.georeferences,mapping.id,publicationDate.date,publicationDate.timezone_type,publicationDate.timezone
Berlin,THE BERLIN REGION,THE BERLIN REGION,,,US Government? (US Depository Map),,no clear pub. info,96,72,1:75000,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1985_Region/Thumb_50.png,G6299 Berlin 75 [CIA] 1985,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1985_Region/,,18,10,13,,52.75812700,13.88118000,52.23695500,12.77369900,0,1985-01-01 00:00:00,3,America/Los_Angeles,1985-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Ãœbersichtskarte von Berlin (West) 1:50000,Overview map of Berlin,Der Senator fÃ¼r Bau- und Wohnungswesen V,,"Institut fÃ¼r Angewandte GeodÃ¤sie, AuÃŸenstele Berlin",,,82,72,1:50000,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1988_West/Thumb_50.png,G6299 Berlin(west) 50 SBW 1988,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1988_West/,,18,10,14,,52.68307100,13.67350900,52.35000500,13.05075400,0,1988-01-01 00:00:00,3,America/Los_Angeles,1988-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,THE BERLIN REGION,THE BERLIN REGION,,,US Government/CIA?,,no clear pub. info,96,73,1:75000,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1989_Region/Thumb_50.png,G6299 Berlin 75 [CIA] C.2 1989,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1989_Region/,,18,10,15,,52.76397600,13.89103900,52.22751400,12.77001500,0,1989-01-01 00:00:00,3,America/Los_Angeles,1989-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,MICHELIN Reise-Verlag: Berlin,MICHELIN Travel-Publisher: Berlin,"MICHELIN et Cie, propriÃ©taires-Ã©diteurs",,"MICHELIN et Cie, propriÃ©taires-Ã©diteurs",,,0,0,1/15000,,,Todd Presner Collection,,http://dev.cdh.ucla.edu/hypermedia/tiles/2003/Thumb_50.png,,0,GraphicsMagick,http://dev.cdh.ucla.edu/hypermedia/tiles/2003,,18,10,16,,52.55122400,13.23283900,52.47609300,13.46941500,0,2003-01-01 00:00:00,3,America/Los_Angeles,2003-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Berlin 1237,Berlin 1237,,,,,,0,0,,,,,,http://tiles.ats.ucla.edu/tiles/Berlin_1237/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1237/,,18,12,17,,52.61778000,13.62001300,52.40889000,13.12800200,0,1237-01-01 00:00:00,3,America/Los_Angeles,1237-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Berlin 1650: Nach Memhard umgearbeiteter Plan von Schleuen; erste Beikarte,,,,,,,0,0,,,,,,http://tiles.ats.ucla.edu/tiles/Berlin_1650/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1650/,,18,12,18,,52.52605400,13.41814600,52.50886800,13.39189100,0,1650-01-01 00:00:00,3,America/Los_Angeles,1650-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Die Churfürstliche Residenzstadt Berlin beim Tode Friedrich Wilhelms des Großen im Jahre 1688,The princely residence city Berlin at the death of Frederick William the Great in the year 1688,J.M.F. Schmidt and F.W. Kliewer,,,,,0,0,,,,,,http://dev.cdh.ucla.edu/hypermedia/tiles/1688/Thumb_50.png,,0,GraphicsMagick,http://dev.cdh.ucla.edu/hypermedia/tiles/1688,,18,12,19,,52.52605400,13.41814600,52.50886800,13.39189100,0,1688-01-01 00:00:00,3,America/Los_Angeles,1688-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Le Veritable Plan de la Ville Berlin,The true map of the city Berlin,illegible signature,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (illegible signature)",,,96,68,,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1710/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1710/,,18,12,20,,52.54076600,13.45348600,52.47877900,13.34135100,0,1710-01-01 00:00:00,3,America/Los_Angeles,1710-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Plan von der Konigl: Residentz Stadt Berlin,Map of the royal residence city Berlin,G. Dusableau,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (Busch)",,,96,68,,"Plan de la ville de Berlin Residence de la Majeste le Roi de Prusse; DEDIÃ‰: A. Monsiur le GÃ©nÃ©ral Major de Forcade, Commandant de la dite? ville fait par so tres humble serviteur Busch.",,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1723/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1723/,,18,12,21,,52.53605400,13.46803900,52.49347500,13.36155400,0,1723-01-01 00:00:00,3,America/Los_Angeles,1723-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,"Abriss der Königlichen Preussischen Residentz-Stadt, BERLIN, so wol überhaupt nach ihrem gantzen Umpfang, als auch der sämtlichen Kirchen und vornehmsten Königl. Gebäuuden derselben ins besondere.",,I.D. Schleuen,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (Schleuen)",,graphic,96,85,,,Bruman,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1745/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1745/,,18,12,22,,52.55482800,13.47569000,52.46211700,13.32745000,0,1745-01-01 00:00:00,3,America/Los_Angeles,1745-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,"Plan der Königl. Preussischen Residenz-Stadt Berlin wie solche im Monath Octobr A: 1760 von einem Kässerl. Russil. Corps unter Commando des Generals Majors von Tottleben, attaquiret und eingenommen worden.",,Major von Tottleben,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (Major v. Tottleben)",,,68,48,,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1760/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1760/,,18,12,23,,52.54604200,13.46987500,52.48629300,13.34465200,0,1760-01-01 00:00:00,3,America/Los_Angeles,1760-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Berlin 1766,Berlin 1766,,,,,,0,0,,,,,,http://tiles.ats.ucla.edu/tiles/Berlin_1766/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1766/,,18,10,24,,52.53529500,13.44218500,52.49407400,13.36034100,0,1766-01-01 00:00:00,3,America/Los_Angeles,1766-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Neuer geometrischer Plan der Koeniglichen Haupt und Residentzstadt Berlin,New geometrical Map of the royal capital and residence city of Berlin,J.C. Rhoden A.G.,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (F.G. Berger Seior )",,,96,68,,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1772/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1772/,,18,10,25,,52.53657600,13.45749500,52.49075400,13.35931100,0,1772-01-01 00:00:00,3,America/Los_Angeles,1772-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,"Grundriss der Königlichen Haupt und Residenzstadt Berlin, nach der vom KÃ¶nigl. Policeydirectorio(?) verstalteten neuen Bezeichnung der Strassen und Plätze",,D.F. Sotzman,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (gestochen von Carl JÃ¤ttrig in Berlin 1800.)",,,68,48,11.2cm=2300 steps,"Dieser Plan welcher der Beschreibung von Berlin und Potsdam gehÃ¶rt ist bey Willhelm Oehmigke dem JÃ¼ngern BuchhÃ¤ndler in Berlin am alten Pakhofe No 9 wohnhaft in folgenden Preisen zu haben 1., Ein Schwarzer Abdruck 12.q?. 2., Ein Sauber illuminirter 18.",,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1805/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1805/,,18,10,26,,52.54246000,13.46357800,52.48329100,13.35378100,0,1805-01-01 00:00:00,3,America/Los_Angeles,1805-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Grundriss von Berlin von neuem aufgenommen und mit Genehmigung der Königl. Academie der Wissenschaften,,,,,,,0,0,,,,,,http://tiles.ats.ucla.edu/tiles/Berlin_1811/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1811/,,18,10,27,,52.53376700,13.45273400,52.49448500,13.36502700,0,1811-01-01 00:00:00,3,America/Los_Angeles,1811-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Grundriss von Berlin mit nächster Umgegend,Layout of Berlin with nearest surroundings,,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (KÃ¶. Pr. Lithograph. Institute",,,96,68,1:12500,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1827/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1827/,,18,10,28,,52.54525100,13.46115600,52.47955200,13.35025800,0,1827-01-01 00:00:00,3,America/Los_Angeles,1827-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Neuster Grundriss von Berlin,Newest Layout of Berlin,D.G. Reymann,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (Simon Schropp & Co.)",,,68,48,,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1835/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1835/,,18,10,29,,52.53471900,13.45417600,52.49361200,13.36396500,0,1835-01-01 00:00:00,3,America/Los_Angeles,1835-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Map Von Berlin,Map Von Berlin,"E.H. Schroeder, Verlag der Buch und Kunsthandlung",,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (Anstalt von H. Delius)",,low detail,68,48,,,,UCLA Bruman Map Collection,,http://tiles.ats.ucla.edu/tiles/Berlin_1842/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1842/,,18,10,30,,52.55909300,13.48903400,52.47852500,13.32170500,0,1842-01-01 00:00:00,3,America/Los_Angeles,1842-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Berlin 1850,Berlin 1850,,,,,,0,0,,,,,,http://tiles.ats.ucla.edu/tiles/Berlin_1850/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1850/,,18,10,31,,13.44760500,52.53315500,13.34737700,52.48795100,0,1850-01-01 00:00:00,3,America/Los_Angeles,1850-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Grundriss von Berlin: Ueberdruck des mittleren Theils aus Sineck's Situations-Plan von Berlin mit dem Weichbilde und Charlottenburg in vier Blättern,,Sineck,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin (Verlag von Dietrich Reimer)",,,96,77,1:10000,,,UCLA Bruman Map Col.,,http://tiles.ats.ucla.edu/tiles/Berlin_1871/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1871/,,18,10,32,,52.53439800,13.44439300,52.49124600,13.35049400,0,1871-01-01 00:00:00,3,America/Los_Angeles,1871-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Neuster-Plan von Berlin und mit Nächster Umgebumg,Newest Map of Berlin and with nearest surroundings,Julius Straube,,"Berlin in alten Karten Verlag Richard Seitz & Co., Berlin Schnellpressendruck v. Grack u. Aron Berlin)",,,96,68,1:17777,,,UCLA Bruman Map Col.,,http://tiles.ats.ucla.edu/tiles/Berlin_1876/Thumb_50.png,***G6299 B3 svar 1982-83,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1876/,,18,10,33,,52.56924600,13.48278600,52.45914000,13.26161500,0,1876-01-01 00:00:00,3,America/Los_Angeles,1876-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Los Angeles,Los Angeles USGS 1920 (OLD),Los Angeles USGS 1920 (OLD),USGS,,,,Topographical map of the L.A. Area with streets,0,0,,,,,,http://gis.ats.ucla.edu/tiles/LosAngeles/1920/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/LosAngeles/1920,,16,7,34,,34.83800000,-117.58200000,33.68500000,-119.01400000,0,1920-01-01 00:00:00,3,America/Los_Angeles,1920-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Stadtplan von Berlin: Hauptstadt der DDR,City Map of Berlin: Capital of the GDR,"Cartography: H. Weymar, E. Oschmann, Velhagen u. Klasin, Leipzig (K4/64); Editing: G. DÃ¶rhÃ¶fer, A. Hanne",,"Deutscher MilitÃ¤rkartographischer Dienst, Halle ; VEB Landkartenverlag, DDR-Berlin",,Does not depict the west,98,65,1:25000,,,"Wende Museum and Archive, Culver City",,http://gis.ats.ucla.edu/tiles/Berlin/1970/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1970,,14,10,36,,52.63104300,13.69189300,52.35806300,13.35268100,0,1970-01-01 00:00:00,3,America/Los_Angeles,1970-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Stadtplan von Berlin: Hauptstadt der DDR,City Map of Berlin: Capital of the GDR,"Cartography: H. Wemar, E. Dette; Editing G. DÃ¶rhÃ¶fer, E. Bittner",,"VEB Landkartenverlag,DDR-Berlin (VLN 1002-K3/64)",,Does not depict the west,98,64,1:25000,,,"Wende Museum and Archive, Culver City",,http://gis.ats.ucla.edu/tiles/Berlin/1980/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1980,,14,10,37,,52.64182600,13.70721100,52.34910200,13.34604400,0,1980-01-01 00:00:00,3,America/Los_Angeles,1980-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Berlin,Stadtplan Berlin: Hauptstadt der DDR,City Map of Berlin: Capital of the GDR,,,"VEB Tourist Verlag, 1986",,Does not depict the west,96,65,1:25000,,,"Wende Museum and Archive, Culver City",,http://gis.ats.ucla.edu/tiles/Berlin/1986/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Berlin_1986,,18,10,38,,52.64776700,13.71913700,52.33652300,13.34102000,0,1986-01-01 00:00:00,3,America/Los_Angeles,1986-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Los Angeles,City of Los Angeles California,City of Los Angeles California,H. J. Stephenson,,Library of Congress (?),,Map of downtown showing the ownership of plots of land,0,0,"1"" = 1200 feet",,,,,http://tiles.ats.ucla.edu/tiles/Los_Angeles_1884/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Los_Angeles_1884/,,17,10,39,,34.12479200,-118.18917600,34.00963200,-118.29130700,0,1884-01-01 00:00:00,3,America/Los_Angeles,1884-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,-0001-11-30 00:00:00,3.0,America/Los_Angeles
Los Angeles,Map of the City of Los Angeles 1897 accompanying Maxwell's Los Angeles City Directory and Gazetteer of Southern California,Map of the City of Los Angeles 1897 accompanying Maxwell's Los Angeles City Directory and Gazetteer of Southern California,Dana H. Burks,,Los Angeles Directory Company,,Street map of downtown L.A.,0,0,,,,,,http://tiles.ats.ucla.edu/tiles/Los_Angeles_1897/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Los_Angeles_1897/,,17,10,40,,34.12081600,-118.18711900,33.97847500,-118.32448800,0,1897-01-01 00:00:00,3,America/Los_Angeles,1897-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
Los Angeles,Map of The City of Los Angeles,Map of The City of Los Angeles,,,,,Street map of downtown L.A.,0,0,"1""= 1300 feet","surveys under the supervision of Dana H. Burks, Secretary ""Street Naming Commission"" and showing all changes--326 in number--made by the Commission and approved by the City Council.",,,,http://tiles.ats.ucla.edu/tiles/Los_Angeles_1903/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Los_Angeles_1903/,,18,10,41,,34.12913000,-118.16296300,33.96701200,-118.32968000,0,1903-01-01 00:00:00,3,America/Los_Angeles,1903-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,-0001-11-30 00:00:00,3.0,America/Los_Angeles
Los Angeles,Official Map of the County of Los Angeles California 1898,Official Map of the County of Los Angeles California 1898,"E.T. Wright, Country Surveyor",,Los Angeles Lithographic Co.,,"Map of L.A. County showing city limits, major roads, and mountains",0,0,,,,,,http://tiles.ats.ucla.edu/tiles/Los_Angeles_1898/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/Los_Angeles_1898/,,15,7,42,,34.84826800,-117.60054900,33.60897000,-118.95892200,0,1898-01-01 00:00:00,3,America/Los_Angeles,1898-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,,,
New York,Plan of the City of New-York,Plan of the City of New-York,"Thos. H. Poppleton, City Surveyor",,"Prior & Dunning, No. 111 Water Street, New York",,Street map of Manhattan up to approximately 14th St.,33,38,3 in. = 1 mile,"The greater part from actual survey made expressly for the purpose (the rest from authentic documents) by Thos. H. Poppleton, City Surveyor, 1817","The greater part from actual survey made expressly for the purpose (the rest from authentic documents) by Thos. H. Poppleton, City Surveyor, 1817","Humanities and Social Sciences Library / The Lionel Pincus and Princess Firyal Map Division, New York Public Library",,http://tiles.ats.ucla.edu/tiles/NewYork_1817/Thumb_50.png,,0,GraphicsMagick,http://tiles.ats.ucla.edu/tiles/NewYork_1817/,,18,10,43,,40.74440900,-73.96731500,40.69586600,-74.02323500,0,1817-01-01 00:00:00,3,America/Los_Angeles,1817-12-31 00:00:00,3,America/Los_Angeles,,,,,False,False,[],,-0001-11-30 00:00:00,3.0,America/Los_Angeles
